model,train dataset,test dataset,features,accuracy,precision,recall,FPR,F1 score,notes
per_dd_DQN_4.pkl,cicddos2019,cicids2017,67,0.5176816938265731,0.9460390151064589,0.5095231078708983,0.3765980408434335,0.66232657683916,
pn_dd_DQN_1.pkl,cicddos2019,cicddos2019,67,0.9898168429883022,0.9857855245374469,0.9937981582409322,0.01410078594544614,0.9897756252778364,
pn_dd_DQN_1.pkl,cicddos2019,cicdos2017,67,0.5532596041909197,0.9834109429569267,0.5286295369211514,0.11875,0.6876271876271877,
pn_dd_DQN_1.pkl,cicddos2019,cicids2017,67,0.4981800880218865,0.87286784822172,0.4989596790643911,0.5072615092548647,0.6349571688154365,
pn_dd_DQN_2.pkl,cicddos2019,cicddos2019,67,0.9896071212191826,0.9847136132730577,0.9944462747682026,0.015138228642636267,0.9895560134881979,
pn_dd_DQN_2.pkl,cicddos2019,cicdos2017,67,0.567884167636787,0.9831199068684517,0.5370856188886239,0.09957081545064378,0.6946686545678886,
pn_dd_DQN_2.pkl,cicddos2019,cicids2017,67,0.51724455810634,0.8814202450339004,0.5099774608145077,0.43651888341543515,0.6461193037526294,
pn_dd_DQN_3.pkl,cicddos2019,cicddos2019,67,0.9894673067064361,0.984806822948222,0.9940725408100861,0.015052869741884842,0.9894179894179894,
pn_dd_DQN_3.pkl,cicddos2019,cicdos2017,67,0.5558789289871944,0.9819557625145519,0.5301697045883093,0.1220472440944882,0.6885714285714287,
pn_dd_DQN_3.pkl,cicddos2019,cicids2017,67,0.5161413108124182,0.8656060425835613,0.5095008716717193,0.44638694638694637,0.6414439904979748,
pn_dd_DQN_4.pkl,cicddos2019,cicddos2019,67,0.9900498671762129,0.9860651535629398,0.9939866578972094,0.013824671721842057,0.9900100601268043,
pn_dd_DQN_4.pkl,cicddos2019,cicdos2017,67,0.5610448195576252,0.980791618160652,0.5331856656910055,0.11967361740707162,0.690821503612976,
pn_dd_DQN_4.pkl,cicddos2019,cicids2017,67,0.4838854525990246,0.8679790650648269,0.4908864020881054,0.5695153552094825,0.6271100865197242,
pn_per_dd_DQN_1.pkl,cicddos2019,cicddos2019,67,0.9900498671762129,0.9860185487253577,0.9940330764893817,0.013869625520110958,0.9900095926627828,
pn_per_dd_DQN_1.pkl,cicddos2019,cicdos2017,67,0.5524592549476135,0.9889406286379511,0.5280087017325771,0.08705612829324169,0.688446538013473,
pn_per_dd_DQN_1.pkl,cicddos2019,cicids2017,67,0.5079071012251695,0.9229749018674914,0.5043205001966079,0.4534505094359441,0.6522478297142641,
pn_per_dd_DQN_2.pkl,cicddos2019,cicddos2019,67,0.9899100526634664,0.9853660809992077,0.9944031605681497,0.014502124515056346,0.9898639949437019,
pn_per_dd_DQN_2.pkl,cicddos2019,cicdos2017,67,0.5707217694994179,0.9837019790454016,0.5387312719158431,0.09364548494983277,0.6961894953656024,
pn_per_dd_DQN_2.pkl,cicddos2019,cicids2017,67,0.5026941834185797,0.9046152016176995,0.5014935805709236,0.4862652355830453,0.645268306755077,
pn_per_dd_DQN_3.pkl,cicddos2019,cicddos2019,67,0.9908188469963182,0.9871370648273291,0.9944598337950139,0.012768910478834142,0.9907849190756854,
pn_per_dd_DQN_3.pkl,cicddos2019,cicdos2017,67,0.5646100116414435,0.9886495925494762,0.5349606299212598,0.07471264367816093,0.694257101982424,
pn_per_dd_DQN_3.pkl,cicddos2019,cicids2017,67,0.5213869394552159,0.9426906149637208,0.5116068892503938,0.36411729141475213,0.6632577057302347,
pn_per_dd_DQN_4.pkl,cicddos2019,cicddos2019,67,0.989746935731929,0.9847602181106399,0.9946806006684555,0.015089289834340824,0.989695550351288,
pn_per_dd_DQN_4.pkl,cicddos2019,cicdos2017,67,0.5298311990686845,0.8946449359720605,0.5172471815581356,0.38966630785791173,0.6555069836869603,
pn_per_dd_DQN_4.pkl,cicddos2019,cicids2017,67,0.5071517782800048,0.8783513738551207,0.5041045578512255,0.4722369727333595,0.6405714942518764,
vanilla_DQN_1.pkl,cicddos2019,cicddos2019,67,0.9893973994500629,0.9874166938528219,0.9913438143365151,0.012533655185219572,0.9893763571411894,
vanilla_DQN_1.pkl,cicddos2019,cicdos2017,67,0.5352881257275902,0.9851571594877765,0.5185752585216392,0.14804063860667635,0.6794801023736639,
vanilla_DQN_1.pkl,cicddos2019,cicids2017,67,0.4920482930890924,0.8618056381586773,0.4954287785231228,0.5305265080597288,0.6291666485751874,
vanilla_DQN_2.pkl,cicddos2019,cicddos2019,67,0.9886284196299576,0.9854126858367899,0.991791359819879,0.014494095855522112,0.9885917336824388,
vanilla_DQN_2.pkl,cicddos2019,cicdos2017,67,0.5575523864959255,0.9828288707799767,0.5311001022253676,0.11489776046738072,0.6895706774210016,
vanilla_DQN_2.pkl,cicddos2019,cicids2017,67,0.4918787914832877,0.8937849411204948,0.4954977529979261,0.541395095037439,0.637549768471872,
vanilla_DQN_3.pkl,cicddos2019,cicddos2019,67,0.9892808873561075,0.9850864519737149,0.9934201250176247,0.0147894809816518,0.9892357373519914,
vanilla_DQN_3.pkl,cicddos2019,cicdos2017,67,0.5541327124563445,0.9848661233993015,0.5290806754221389,0.1092436974789916,0.6883645240032548,
vanilla_DQN_3.pkl,cicddos2019,cicids2017,67,0.5207921969787083,0.8816640894492684,0.5120762433763739,0.4252767922027957,0.6478670728136459,
vanilla_DQN_4.pkl,cicddos2019,cicddos2019,67,0.988442000279629,0.9826163955818614,0.994200028292545,0.017183397060855945,0.988374273392087,
vanilla_DQN_4.pkl,cicddos2019,cicdos2017,67,0.5598079161816065,0.9819557625145519,0.532428593971911,0.11588785046728972,0.6904737542208125,
vanilla_DQN_4.pkl,cicddos2019,cicids2017,67,0.4580468657071488,0.8295587010824313,0.47593082928427144,0.6632568042955008,0.6048498304467361,
default_A2C_1.pkl,cicddos2019,cicddos2019,67,0.9624598033275854,0.9555389849466375,0.9689508506616257,0.043854003861358834,0.9621981838233568,
default_A2C_1.pkl,cicddos2019,cicdos2017,67,0.6325669383003493,0.9675494761350407,0.5793830602997561,0.09832451499118165,0.724765642031829,
default_A2C_1.pkl,cicddos2019,cicids2017,67,0.47819674081122876,0.7893660045200428,0.4865605982843317,0.5577322834645669,0.6020321146693277,
default_A2C_2.pkl,cicddos2019,cicddos2019,67,0.9523232511534697,0.9477559770704199,0.9564931094492263,0.051771117166212535,0.9521044992743105,
default_A2C_2.pkl,cicddos2019,cicdos2017,67,0.6020809080325961,0.8832945285215367,0.5653348235074974,0.26671100764881944,0.6894201828610369,
default_A2C_2.pkl,cicddos2019,cicids2017,67,0.5008177709051981,0.8597240394909005,0.5004760536365305,0.49710202963306427,0.6326588222936586,
default_A2C_3.pkl,cicddos2019,cicddos2019,67,0.9484317472153609,0.9384350095539917,0.9575803690317671,0.060358219866581374,0.9479110274214427,
default_A2C_3.pkl,cicddos2019,cicdos2017,67,0.595314318975553,0.9412107101280559,0.5563392396353002,0.1907459867799811,0.6993188452805709,
default_A2C_3.pkl,cicddos2019,cicids2017,67,0.4787290353277031,0.7699714523611276,0.486558503301651,0.5509465677127107,0.5963027873031811,
default_A2C_4.pkl,cicddos2019,cicddos2019,67,0.9494104488045859,0.9285547839865778,0.9689718898939792,0.06858446671438798,0.9483328970227753,
default_A2C_4.pkl,cicddos2019,cicdos2017,67,0.5775611175785798,0.9364086146682189,0.5451541850220264,0.2252577319587629,0.6891197258513599,
default_A2C_4.pkl,cicddos2019,cicids2017,67,0.6048025454977994,0.7731414297609135,0.5784052431823946,0.3420035685145834,0.6617441567465621,
